customerID,gender,SeniorCitizen,Partner,Dependents
6036-TTFYU,Female,0,Yes,No
2550-AEVRU,Female,0,Yes,Yes
0969-RGKCU,Male,0,Yes,Yes
0378-CJKPV,Female,0,Yes,No
4706-AXVKM,Female,1,No,No
5889-JTMUL,Female,1,Yes,No
9026-RNUJS,Male,1,No,No
3746-EUBYR,Male,0,Yes,No
2332-EFBJY,Male,0,No,No
2880-FPNAE,Male,1,Yes,No
1703-MGIAB,Female,0,No,No
4311-QTTAI,Female,0,No,No
9474-PHLYD,Female,0,No,No
4318-RAJVY,Female,0,No,No
2165-VOEGB,Female,0,No,Yes
3612-YUNGG,Male,0,Yes,Yes
2254-DLXRI,Female,0,No,No
5062-CJJKH,Male,0,Yes,Yes
9028-LIHRP,Male,0,Yes,Yes
2219-MVUSO,Male,0,No,No
1053-MXTTK,Female,0,Yes,Yes
1530-ZTDOZ,Female,0,Yes,No
1301-LOPVR,Male,0,Yes,Yes
0853-TWRVK,Male,0,Yes,No
8914-RBTSB,Male,0,Yes,No
6212-ATMLK,Female,0,No,No
8200-LGKSR,Male,0,Yes,No
1568-BEKZM,Male,1,Yes,No
0670-ANMUU,Male,0,No,No
6897-RWMUB,Male,0,Yes,Yes
0963-ZBDRN,Male,0,No,No
7594-RQHXR,Female,0,No,Yes
6999-CHVCF,Male,0,No,No
6134-KWTBV,Male,0,No,No
1077-HUUJM,Female,0,No,Yes
6331-EWIEB,Male,0,No,No
0895-LNKRC,Male,0,Yes,Yes
2045-BMBTJ,Female,1,No,No
8417-GSODA,Male,0,Yes,Yes
5171-EPLKN,Male,0,No,No
4452-QIIEB,Male,0,No,No
5998-VVEJY,Male,0,No,No
1624-NALOJ,Male,1,No,No
6741-EGCBI,Male,1,No,No
7820-ZYGNY,Male,0,No,No
4317-VTEOA,Male,0,No,No
9677-AVKED,Female,0,No,Yes
1670-SVOWZ,Female,0,Yes,Yes
2227-JRSJX,Female,0,No,No
9847-HNVGP,Male,0,No,No
6696-YDAYZ,Male,0,Yes,Yes
8980-WQFWL,Female,0,No,No
1730-ZMAME,Female,1,No,No
6506-EYCNH,Female,0,Yes,Yes
4634-JLRJT,Female,0,No,No
9501-UKKNL,Male,0,No,No
2560-QTSBS,Female,0,Yes,Yes
7541-YLXCL,Male,0,No,No
4795-WRNVT,Female,0,No,No
6080-TCMYC,Male,0,Yes,Yes
0260-ZDLGK,Female,0,No,Yes
7860-UXCRM,Male,0,Yes,Yes
6357-JJPQT,Female,0,No,No
2292-XQWSV,Male,0,Yes,Yes
9552-TGUZV,Male,0,Yes,No
5913-INRQV,Male,1,Yes,No
8722-NGNBH,Male,0,No,No
6210-KBBPI,Male,1,No,No
9643-YBLUR,Male,0,Yes,No
8734-FNWVH,Male,0,Yes,Yes
9447-YPTBX,Female,0,Yes,No
0133-BMFZO,Female,0,No,No
6128-CZOMY,Female,0,No,No
9540-JYROE,Male,0,No,No
9026-LHEVG,Female,0,No,No
2260-USTRB,Female,1,No,No
3656-TKRVZ,Female,0,No,No
7011-CVEUC,Male,0,Yes,No
6185-TASNN,Male,1,No,No
7925-PNRGI,Female,0,Yes,Yes
8623-TMRBY,Male,1,Yes,Yes
1552-CZCLL,Female,0,Yes,Yes
3038-PQIUY,Female,0,No,No
1501-SGHBW,Male,0,No,No
9313-CDOGY,Male,0,Yes,Yes
8148-BPLZQ,Male,0,No,No
2623-DRYAM,Female,0,Yes,No
9987-LUTYD,Female,0,No,No
3208-YPIOE,Male,0,No,No
4488-KQFDT,Female,0,No,No
2612-RANWT,Female,0,No,No
5693-PIPCS,Male,0,No,No
0491-KAPQG,Male,0,No,No
1925-LFCZZ,Male,1,No,No
8039-EQPIM,Male,0,Yes,No
6900-PXRMS,Male,1,Yes,Yes
8707-RMEZH,Female,1,Yes,No
3346-BRMIS,Female,1,Yes,No
3209-ZPKFI,Male,0,Yes,Yes
6479-VDGRK,Female,0,Yes,Yes
9373-WSLOY,Male,1,Yes,No
2933-FILNV,Female,0,Yes,Yes
3569-JFODW,Female,0,Yes,Yes
9819-FBNSV,Male,1,Yes,No
9544-PYPSJ,Female,1,Yes,Yes
1591-XWLGB,Female,0,Yes,No
0396-UKGAI,Male,0,No,Yes
3243-ZHOHY,Female,0,No,No
5186-EJEGL,Male,0,No,No
7527-QNRUS,Male,0,Yes,Yes
9986-BONCE,Female,0,No,No
2722-JMONI,Female,1,Yes,No
2203-GHNWN,Female,0,Yes,No
3878-AVSOQ,Female,1,No,No
3258-SYSWS,Male,1,No,No
5296-PSYVW,Female,0,Yes,No
6319-QSUSR,Female,0,No,Yes
4083-EUGRJ,Male,0,No,No
7579-OOPEC,Female,1,Yes,No
0512-FLFDW,Female,1,Yes,No
1771-OADNZ,Male,1,Yes,No
0487-CRLZF,Female,0,No,No
2107-FBPTK,Female,1,No,No
9451-WLYRI,Female,0,Yes,No
8219-VYBVI,Male,0,No,Yes
1991-VOPLL,Female,0,No,No
9738-QLWTP,Male,0,No,No
1016-DJTSV,Male,1,No,No
9419-IPPBE,Female,0,Yes,Yes
0174-QRVVY,Male,0,Yes,Yes
5699-BNCAS,Male,1,No,No
2900-PHPLN,Female,1,Yes,No
0612-RTZZA,Female,1,No,No
8106-GWQOK,Male,0,Yes,No
8751-EDEKA,Female,0,Yes,No
6878-GGDWG,Female,0,Yes,No
4039-PIMHX,Male,1,Yes,No
8450-LUGUK,Female,0,Yes,Yes
3604-WLABM,Female,0,No,No
0795-GMVQO,Male,0,Yes,No
2259-OUUSZ,Male,0,No,No
1142-IHLOO,Female,0,No,No
6410-LEFEN,Female,0,No,No
4633-MKHYU,Female,0,No,No
6257-RJOHI,Male,0,No,No
1545-JFUML,Male,0,Yes,No
3194-ORPIK,Female,0,Yes,Yes
7826-VVKWT,Female,1,Yes,Yes
1353-GHZOS,Male,0,Yes,No
2587-EKXTS,Male,0,No,No
5442-BXVND,Female,0,Yes,Yes
8816-VXNZD,Female,0,No,No
9378-FXTIZ,Female,0,Yes,No
1723-HKXJQ,Male,0,No,No
7825-GKXMW,Female,0,No,No
9753-OYLBX,Female,0,No,No
2364-UFROM,Male,0,No,No
6656-JWRQX,Female,0,No,No
6473-ULUHT,Male,0,Yes,Yes
1240-KNSEZ,Male,0,No,No
0836-SEYLU,Male,0,Yes,No
4433-JCGCG,Male,1,Yes,No
3716-BDVDB,Male,0,No,No
7688-AWMDX,Male,0,Yes,No
2842-BCQGE,Male,0,No,No
7244-QWYHG,Male,0,Yes,No
5899-MQZZL,Female,0,No,No
6849-OYAMU,Male,0,Yes,Yes
5312-UXESG,Female,0,No,No
9488-HGMJH,Female,1,No,No
6038-GCYEC,Female,0,No,No
2150-WLKUW,Female,0,Yes,No
7159-FVYPK,Female,0,Yes,Yes
7032-LMBHI,Female,0,No,No
1150-WFARN,Female,0,Yes,Yes
6088-BXMRG,Female,0,Yes,Yes
3144-AUDBS,Female,0,Yes,No
4821-SJHJV,Female,0,Yes,Yes
7346-MEDWM,Female,0,No,No
1137-DGOWI,Female,0,Yes,No
5616-PRTNT,Male,0,No,Yes
3812-LRZIR,Female,0,Yes,Yes
4818-QIUFN,Female,1,No,No
9483-GCPWE,Male,0,No,Yes
4227-OJHAL,Female,0,Yes,Yes
9220-CXRSC,Female,0,Yes,Yes
4993-JCRGJ,Male,0,No,No
9537-JALFH,Male,0,Yes,Yes
6698-OXETB,Male,0,No,No
2103-ZRXFN,Male,0,No,No
3724-BSCVH,Male,0,Yes,Yes
4877-TSOFF,Female,0,Yes,Yes
9209-NWPGU,Male,0,No,No
6961-VCPMC,Male,1,Yes,No
7306-YDSOI,Male,0,Yes,Yes
5288-AHOUP,Male,1,No,No
6688-UZPWD,Female,0,Yes,No
0655-YDGFJ,Male,0,No,No
8468-EHYJA,Female,0,Yes,No
6823-SIDFQ,Male,0,No,No
1097-FSPVW,Female,0,No,No
2839-RFSQE,Female,0,No,No
8328-SKJNO,Male,0,No,Yes
7010-ZMVBF,Female,0,Yes,Yes
5201-CBWYG,Male,0,Yes,Yes
0968-GSIKN,Female,0,No,No
1965-DDBWU,Male,0,No,No
9057-SIHCH,Female,0,No,No
6352-GIGGQ,Male,0,No,No
3635-QQRQD,Male,0,No,No
6771-XWBDM,Female,0,Yes,No
2897-DOVND,Male,0,No,No
3082-YVEKW,Female,0,Yes,Yes
0191-EQUUH,Female,0,No,Yes
7134-HBPBS,Female,1,No,No
3489-HHPFY,Female,0,Yes,No
2926-JEJJC,Female,0,No,No
8601-QACRS,Female,0,No,No
4950-BDEUX,Male,0,No,No
5789-LDFXO,Male,0,No,No
0508-OOLTO,Female,0,Yes,Yes
2984-TBYKU,Male,0,Yes,Yes
9822-WMWVG,Female,0,No,No
2391-SOORI,Male,0,No,Yes
9040-KZVWO,Male,0,No,No
2645-QTLMB,Male,0,No,No
4806-HIPDW,Female,0,Yes,No
1548-ARAGG,Female,0,Yes,Yes
6339-RZCBJ,Male,0,No,No
4424-TKOPW,Male,1,No,No
4415-WNGVR,Female,1,Yes,No
2522-AHJXR,Male,0,Yes,No
0412-UCCNP,Male,0,No,No
1816-FLZDK,Male,0,No,No
7096-UCLNH,Male,0,No,No
8443-ZRDBZ,Male,0,No,No
9136-ALYBR,Male,0,No,No
4615-PIVVU,Female,0,No,No
8885-QSQBX,Female,0,No,No
7479-NITWS,Male,0,No,No
8617-ENBDS,Male,0,No,No
9385-NXKDA,Female,0,Yes,No
0430-IHCDJ,Male,0,No,No
2959-MJHIC,Male,0,Yes,No
6674-KVJHG,Female,0,No,No
1814-DKOLC,Female,0,No,No
4201-JMNGR,Female,1,No,No
9351-HXDMR,Male,0,Yes,No
3537-HPKQT,Female,0,Yes,No
2129-ALKBS,Female,0,Yes,Yes
5821-MMEIL,Female,0,Yes,No
5960-WPXQM,Male,0,No,No
0684-AOSIH,Male,0,Yes,No
8260-NGFNY,Female,0,No,No
1309-XGFSN,Male,1,Yes,Yes
1866-RZZQS,Male,1,No,No
6968-URWQU,Male,0,Yes,No
4742-TXUEX,Female,0,Yes,Yes
9631-XEYKE,Male,0,No,No
8631-NBHFZ,Male,1,Yes,Yes
1335-MXCSE,Male,0,Yes,Yes
8873-TMKGR,Male,0,No,No
8800-JOOCF,Female,0,No,Yes
1469-LBJQJ,Female,0,Yes,No
4958-XCBDQ,Male,1,No,No
8337-UPOAQ,Male,1,Yes,No
0064-YIJGF,Male,0,Yes,Yes
2386-OWURY,Female,0,No,No
1725-IQNIY,Male,0,Yes,No
0310-VQXAM,Male,0,No,No
6598-RFFVI,Male,0,No,No
3453-RTHJQ,Male,0,No,No
6712-OAWRH,Female,1,No,No
6278-FEPBZ,Female,0,No,No
4280-DLSHD,Male,0,Yes,No
1508-DFXCU,Male,0,No,No
8614-VGMMV,Female,0,No,No
7868-BGSZA,Male,0,Yes,No
2800-QQUSO,Male,0,No,No
2930-UOTMB,Female,0,No,No
7973-DZRKH,Female,0,No,Yes
5914-DVBWJ,Female,1,No,No
7698-YFGEZ,Male,0,No,No
2533-QVMSK,Male,0,Yes,No
9773-PEQBZ,Male,0,No,No
8644-XLFBW,Male,1,No,No
0650-BWOZN,Female,1,No,No
8625-AZYZY,Male,0,Yes,No
7785-RDVIG,Female,0,Yes,Yes
9602-WCXPI,Male,0,No,No
2903-YYTBW,Male,0,Yes,Yes
3620-MWJNE,Male,0,No,No
8573-JGCZW,Male,0,No,No
6837-HAEVO,Male,0,Yes,Yes
6701-YVNQG,Male,0,Yes,No
9306-CPCBC,Female,0,No,No
4304-XUMGI,Male,1,Yes,Yes
9504-YAZWB,Female,0,No,No
8819-ZBYNA,Female,0,Yes,No
6174-NRBTZ,Male,0,No,No
9481-IEBZY,Male,1,Yes,No
1833-VGRUM,Female,1,No,No
6137-NICCO,Female,0,Yes,Yes
9065-ZCPQX,Male,0,Yes,No
6402-EJMWF,Male,0,No,No
3620-EHIMZ,Female,0,Yes,Yes
3213-VVOLG,Male,0,Yes,Yes
6870-ECSHE,Female,0,No,No
8747-UDCOI,Female,0,Yes,No
8374-XGEJJ,Male,1,Yes,No
2656-TABEH,Male,0,Yes,No
6946-LMSQS,Male,1,Yes,No
4626-OZDTJ,Female,0,Yes,No
9169-BSVIN,Male,0,No,No
2325-ZUSFD,Female,0,Yes,Yes
8194-PEEBY,Female,0,Yes,Yes
6872-HXFNF,Female,0,Yes,No
3932-CMDTD,Female,0,No,No
7714-YXSMB,Female,0,No,No
8387-UGUSU,Female,0,Yes,Yes
1080-BWSYE,Male,1,Yes,No
4039-HEUNW,Male,1,Yes,No
1194-HVAIF,Female,0,Yes,No
0812-WUPTB,Male,1,Yes,No
3594-UVONA,Female,0,No,No
0004-TLHLJ,Male,0,No,No
1767-TGTKO,Female,0,Yes,Yes
8439-LTUGF,Male,0,No,No
8805-JNRAZ,Female,0,No,No
5089-IFSDP,Female,0,Yes,No
6418-HNFED,Male,0,Yes,No
0206-OYVOC,Female,0,Yes,Yes
7291-CDTMJ,Male,0,No,No
7128-GGCNO,Male,0,No,No
0237-YFUTL,Female,0,Yes,No
7691-KGKGP,Male,0,Yes,Yes
6710-HSJRD,Male,0,Yes,No
3675-EQOZA,Male,0,No,No
0840-DCNZE,Male,0,No,No
1732-FEKLD,Female,0,No,No
9862-KJTYK,Male,0,No,Yes
0479-HMSWA,Female,0,No,Yes
5854-KSRBJ,Male,0,Yes,Yes
0365-BZUWY,Male,0,Yes,No
4817-VYYWS,Female,0,No,No
5701-SVCWR,Female,0,No,Yes
3129-AAQOU,Female,0,Yes,Yes
4922-CVPDX,Female,0,Yes,No
1396-QWFBJ,Female,0,Yes,Yes
1357-BIJKI,Male,0,Yes,No
1099-BTKWT,Female,0,Yes,No
5299-SJCZT,Male,0,No,No
2018-PZKMU,Male,0,Yes,Yes
7340-KEFQE,Female,0,Yes,Yes
4570-QHXHL,Female,0,No,No
2403-BCASL,Male,1,Yes,Yes
7392-YYPYJ,Male,0,No,No
2898-LSJGD,Female,0,Yes,Yes
2223-GDSHL,Male,0,Yes,Yes
7359-PTSXY,Male,0,No,No
9470-RTWDV,Male,0,Yes,Yes
2176-OSJUV,Male,0,Yes,No
9348-YVOMK,Male,0,No,No
8104-OSKWT,Female,0,No,No
4521-YEEHE,Female,0,Yes,No
4090-KPJIP,Female,0,No,No
3786-WOVKF,Female,1,Yes,No
4503-BDXBD,Male,0,No,No
6086-ESGRL,Female,0,No,No
2592-HODOV,Male,0,No,No
3886-CERTZ,Female,0,Yes,No
7995-ZHHNZ,Male,0,Yes,No
3824-RHKVR,Female,0,No,No
5816-SCGFC,Female,1,No,No
5989-AXPUC,Female,0,Yes,No
4979-HPRFL,Male,0,Yes,Yes
8590-OHDIW,Female,0,Yes,Yes
8015-IHCGW,Female,0,Yes,Yes
2332-TODQS,Female,0,No,No
9278-VZKCD,Female,1,Yes,No
8008-OTEZX,Female,0,Yes,Yes
2773-OVBPK,Male,0,Yes,No
5999-LCXAO,Female,0,No,No
5206-XZZQI,Male,0,No,No
4803-LBYPN,Male,0,Yes,Yes
5759-RCVCB,Female,0,No,No
6372-RFVNS,Female,0,Yes,No
2139-FQHLM,Male,0,No,No
8261-GWDBQ,Female,1,Yes,No
1093-YSWCA,Male,0,No,No
8938-UMKPI,Female,0,No,No
0991-BRRFB,Male,0,No,No
3882-IYOIJ,Female,0,Yes,Yes
8749-TZYEC,Male,0,Yes,No
1755-FZQEC,Male,0,No,No
3115-JPJDD,Female,0,Yes,No
5600-KTXFM,Male,0,Yes,Yes
3871-IKPYH,Male,1,No,No
6319-IEJWJ,Male,0,Yes,Yes
9025-AOMKI,Female,0,No,No
6339-TBELP,Male,0,No,No
7964-YESJC,Female,0,Yes,No
6173-GOLSU,Male,1,Yes,No
5275-SQEIZ,Male,0,No,No
7716-YTYHG,Female,0,Yes,Yes
9938-ZREHM,Female,0,Yes,No
7950-XWOVN,Male,0,No,No
4390-KYULV,Male,0,Yes,No
4647-MUZON,Female,0,Yes,No
9702-AIUJO,Male,0,Yes,Yes
8849-PRIQJ,Female,0,Yes,Yes
8851-RAGOV,Female,0,Yes,No
1304-NECVQ,Female,1,No,No
5396-IZEPB,Male,0,No,No
1729-VLAZJ,Female,0,No,Yes
8285-ABVLB,Female,0,Yes,No
0701-TJSEF,Male,0,No,No
5712-VBOXD,Female,0,No,No
6629-LADHQ,Female,0,No,No
8945-GRKHX,Female,0,No,Yes
1559-DTODC,Male,0,No,No
4797-MIWUM,Male,0,Yes,Yes
6959-UWKHF,Male,0,No,No
8720-RQSBJ,Male,1,No,No
4537-CIBHB,Female,0,Yes,Yes
3815-SLMEF,Female,0,No,No
5154-VEKBL,Female,0,No,No
4324-AHJKS,Female,0,No,No
4355-CVPVS,Female,0,Yes,Yes
4495-LHSSK,Female,0,No,Yes
5655-JSMZM,Male,1,No,No
5915-ANOEI,Male,0,Yes,No
9861-PDSZP,Female,0,No,No
4505-EXZHB,Female,1,No,No
7225-CBZPL,Male,1,Yes,No
6704-UTUKK,Male,0,Yes,No
4587-VVTOX,Female,0,Yes,No
2019-HDCZY,Male,0,Yes,No
4652-NNHNY,Male,0,Yes,No
8788-DOXSU,Male,0,No,No
7404-JLKQG,Female,0,No,No
7421-ZLUPA,Female,0,No,No
8972-HJWNV,Female,1,Yes,No
3274-NSDWE,Female,0,No,No
2632-IVXVF,Female,0,Yes,Yes
3692-JHONH,Female,1,Yes,No
8915-NNTRC,Male,0,Yes,Yes
5914-GXMDA,Female,0,Yes,No
7463-IFMQU,Female,0,Yes,No
2920-RNCEZ,Male,0,Yes,Yes
2541-YGPKE,Male,0,Yes,Yes
8515-OCTJS,Female,0,No,No
5382-TEMLV,Male,0,No,No
3441-CGZJH,Female,0,Yes,Yes
9592-ERDKV,Male,0,Yes,No
2860-RANUS,Female,1,No,No
5261-QSHQM,Female,0,No,No
4778-IZARL,Male,0,Yes,No
0432-CAJZV,Male,0,No,No
7008-LZVOZ,Male,0,Yes,Yes
8868-WOZGU,Male,0,No,No
1200-TUZHR,Female,1,No,No
9365-CSLBQ,Male,0,No,Yes
1334-FJSVR,Male,0,No,No
5884-FBCTL,Female,0,Yes,Yes
7130-CTCUS,Male,1,Yes,No
6242-FEGFD,Male,0,Yes,No
7625-XCQRH,Female,0,No,No
6194-HBGQN,Male,0,No,No
7634-WSWDB,Female,0,No,Yes
6986-IXNDM,Male,0,No,No
1731-TVIUK,Female,0,No,No
2987-BJXIK,Female,0,No,No
9769-TSBZE,Female,0,No,Yes
0406-BPDVR,Female,1,Yes,No
0618-XWMSS,Male,0,No,Yes
1395-WSWXR,Male,0,No,No
6023-GSSXW,Female,0,Yes,No
6752-APNJL,Male,0,Yes,Yes
5276-KQWHG,Female,1,No,No
0420-HLGXF,Female,1,No,No
7446-KQISO,Male,0,Yes,Yes
9823-EALYC,Male,0,Yes,Yes
0582-AVCLN,Female,0,No,No
5803-NQJZO,Male,0,Yes,No
2565-JSLRY,Male,0,No,No
2607-DHDAK,Male,0,Yes,Yes
1073-XXCZD,Male,0,Yes,No
0743-HRVFF,Female,0,Yes,Yes
4006-HKYHO,Male,0,No,No
3727-JEZTU,Female,0,No,No
8143-ETQTI,Female,0,Yes,Yes
6689-KXGBO,Female,0,No,No
9667-TKTVZ,Female,0,No,No
3657-COGMW,Female,1,No,No
8570-KLJYJ,Female,0,No,No
7754-IXRMC,Female,0,No,No
9473-CBZOP,Female,0,No,No
2969-WGHQO,Female,0,Yes,Yes
6615-NGGZJ,Male,0,No,No
4334-HOWRP,Male,1,Yes,No
4255-DDUOU,Female,0,Yes,Yes
5863-OOKCL,Female,0,No,No
1686-STUHN,Male,0,No,No
1329-VHWNP,Female,0,No,No
2984-MIIZL,Male,0,No,No
0266-GMEAO,Male,0,Yes,Yes
5590-YRFJT,Female,0,Yes,No
5574-NXZIU,Male,0,No,No
0019-GFNTW,Female,0,No,No
4256-ZWTZI,Female,0,No,Yes
8309-PPCED,Female,0,Yes,No
4098-NAUKP,Male,1,Yes,Yes
5196-WPYOW,Male,0,Yes,Yes
4608-LCIMN,Male,0,Yes,Yes
1485-YDHMM,Male,0,Yes,Yes
4054-CUMIA,Female,0,Yes,Yes
0603-TPMIB,Female,0,Yes,Yes
2525-GVKQU,Female,0,No,No
8161-QYMTT,Male,0,No,No
9581-GVBXT,Male,0,Yes,Yes
5862-BRIXZ,Male,0,No,No
5404-GGUKR,Male,0,No,No
3308-JSGML,Male,1,Yes,No
2126-GSEGL,Female,0,Yes,No
3677-TNKIO,Female,0,No,No
0440-QEXBZ,Female,0,No,No
2434-EEVDB,Female,0,Yes,No
6762-QVYJO,Female,0,Yes,Yes
6199-IWKGC,Female,1,Yes,No
2675-DHUTR,Male,1,Yes,No
8152-VETUR,Female,0,Yes,No
9667-EQRXU,Female,1,No,No
7446-YPODE,Male,1,No,No
9522-BNTHX,Female,1,No,No
4676-WLUHT,Male,0,No,No
3329-WDIOK,Female,0,No,No
7980-MHFLQ,Female,0,Yes,Yes
2873-ZLIWT,Female,0,Yes,Yes
3415-TAILE,Female,0,Yes,Yes
0757-WCUUZ,Male,0,Yes,Yes
1629-DQQVB,Female,0,No,No
1915-IOFGU,Female,0,No,No
3045-XETSH,Female,0,No,No
0374-AACSZ,Female,0,No,No
7239-HZZCX,Male,0,No,No
4872-VXRIL,Male,0,No,No
9140-CZQZZ,Female,0,Yes,No
3423-HHXAO,Female,0,Yes,Yes
9938-TKDGL,Male,0,Yes,Yes
0531-ZZJWQ,Male,1,Yes,No
6537-QLGEX,Female,0,No,No
2688-BHGOG,Male,1,No,No
7683-CBDKJ,Male,0,Yes,Yes
0946-CLJTI,Male,1,Yes,No
3160-TYXLT,Male,0,No,No
1325-USMEC,Male,0,Yes,No
0916-QOFDP,Female,1,Yes,Yes
0628-CNQRM,Male,0,Yes,Yes
5606-AMZBO,Female,0,Yes,No
6199-IPCAO,Female,0,Yes,Yes
7665-TOALD,Female,0,No,No
0112-QWPNC,Male,0,Yes,No
0324-BRPCJ,Female,1,Yes,No
2777-PHDEI,Female,0,No,No
5640-CAXOA,Female,0,No,No
2235-EZAIK,Female,0,Yes,No
3847-BAERP,Female,0,No,No
1196-AMORA,Male,0,No,No
4282-YMKNA,Female,0,No,No
1453-RZFON,Female,0,No,Yes
8263-OKETD,Female,0,No,No
0670-KDOMA,Female,0,No,No
2476-YGEFM,Female,0,No,No
8687-BAFGU,Male,0,No,No
0641-EVBOJ,Male,0,No,No
0829-XXPLX,Female,0,No,No
9974-JFBHQ,Male,0,No,Yes
5356-RHIPP,Male,0,No,No
6624-JDRDS,Female,0,No,No
0608-JDVEC,Male,0,Yes,No
9780-FKVVF,Male,0,No,No
1919-RTPQD,Male,0,Yes,Yes
5214-NLTIT,Male,0,Yes,Yes
3345-PBBFH,Male,0,Yes,No
5055-BRMNE,Female,0,Yes,Yes
9189-JWSHV,Female,1,Yes,No
2190-PHBHR,Female,0,Yes,No
2650-GYRYL,Male,0,Yes,Yes
0746-JTRFU,Male,0,No,No
5208-FVQKB,Male,0,Yes,No
7184-LRUUR,Female,0,No,No
6627-CFOSN,Female,0,No,No
3982-JGSFD,Male,0,No,No
1574-DYCWE,Female,0,Yes,Yes
7247-XOZPB,Male,0,Yes,No
2466-FCCPT,Female,0,Yes,Yes
6211-WWLTF,Male,0,Yes,No
4826-TZEVA,Female,0,No,No
6016-NXBNJ,Male,0,No,No
9138-EFSMO,Male,0,Yes,Yes
0576-WNXXC,Male,1,Yes,No
4632-XJMEX,Male,0,No,Yes
8910-LEDAG,Male,1,Yes,No
3452-GWUIN,Female,1,Yes,No
2716-GFZOR,Male,0,Yes,No
3724-UCSHY,Male,0,Yes,Yes
8626-XHBIE,Male,0,No,Yes
4628-CTTLA,Male,0,No,No
3192-LNKRK,Male,0,Yes,Yes
4439-YRNVD,Female,0,No,No
2876-VBBBL,Female,0,No,No
6834-NXDCA,Female,0,No,No
2208-UGTGR,Male,0,No,No
3005-TYFRD,Female,0,Yes,No
8670-MEFCP,Female,0,Yes,Yes
3079-BCHLN,Male,0,Yes,No
7777-UNYHB,Female,0,Yes,Yes
5597-GLBUC,Female,0,No,No
7278-CKDNC,Male,1,No,No
2748-MYRVK,Female,0,No,No
8450-UYIBU,Female,1,No,No
2969-VAPYH,Female,0,No,No
4822-YCXMX,Male,0,No,No
7181-OQCUT,Male,0,No,No
8474-UMLNT,Female,0,No,No
9821-POOTN,Male,0,Yes,No
3836-FZSDJ,Male,1,Yes,No
9142-XMYJH,Female,0,No,No
6559-ILWKJ,Male,0,Yes,No
0187-QSXOE,Male,1,Yes,No
7733-UDMTP,Female,1,No,No
2649-HWLYB,Male,0,Yes,No
5214-CHIWJ,Male,0,No,No
4229-CZMLL,Male,0,No,No
6904-JLBGY,Female,1,No,No
2465-BLLEU,Male,0,No,No
1685-VAYJF,Male,0,No,No
8874-EJNSR,Male,0,Yes,Yes
6917-YACBP,Female,1,No,No
5049-MUBWG,Male,0,No,No
4223-WOZCM,Male,1,No,No
0769-MURVM,Female,0,Yes,Yes
9253-VIFJQ,Male,0,Yes,No
7030-FZTFM,Male,0,Yes,Yes
9741-YLNTD,Male,0,No,No
5917-RYRMG,Male,1,No,No
5120-ZBLAI,Female,0,Yes,No
1194-BHJYC,Male,0,Yes,No
3663-MITLP,Female,0,No,No
0906-QVPMS,Male,0,Yes,No
9025-ZRPVR,Male,0,No,No
1905-OEILC,Female,0,No,No
7858-GTZSP,Female,0,No,No
3285-UCQVC,Female,0,No,No
6248-BSHKG,Male,0,Yes,Yes
4685-TFLLS,Male,0,Yes,Yes
3470-BTGQO,Male,0,No,Yes
1209-VFFOC,Male,0,Yes,Yes
8224-DWCKX,Male,1,No,No
5482-PLVPE,Female,1,No,No
4553-DVPZG,Female,0,Yes,No
4902-OHLSK,Female,1,No,No
6917-IAYHD,Male,0,No,Yes
0495-ZBNGW,Male,1,Yes,No
8620-RJPZN,Female,0,No,No
7572-KPVKK,Male,0,No,Yes
2642-MAWLJ,Female,0,Yes,Yes
2357-COQEK,Female,1,No,No
7103-ZGVNT,Female,0,Yes,Yes
3737-GCSPV,Female,0,Yes,No
2027-WKXMW,Female,0,Yes,No
7137-NAXML,Male,0,No,No
2428-ZMCTB,Male,0,No,No
2961-VNFKL,Female,0,Yes,No
1768-HNVGJ,Female,1,No,No
6963-KQYQB,Female,0,Yes,Yes
5934-RMPOV,Female,0,No,Yes
1207-BLKSA,Female,0,Yes,Yes
4088-YLDSU,Male,0,Yes,No
8316-BBQAY,Female,0,No,No
1166-PQLGG,Female,0,Yes,Yes
3146-JTQHR,Male,0,Yes,No
4291-YZODP,Female,0,No,Yes
4395-PZMSN,Male,1,No,No
6427-FEFIG,Female,0,Yes,Yes
0017-IUDMW,Female,0,Yes,Yes
8706-HRADD,Male,0,No,No
9955-QOPOY,Male,0,Yes,No
4385-ZKVNW,Male,0,Yes,Yes
5446-DKWYW,Female,1,Yes,Yes
2034-CGRHZ,Male,1,No,No
5797-APWZC,Female,0,No,No
3683-QKIUE,Female,0,No,No
4228-ZGYUW,Male,0,No,No
9031-ZVQPT,Male,0,Yes,No
2990-IAJSV,Male,0,No,No
8107-KNCIM,Male,1,Yes,No
9027-YFHQJ,Male,0,No,No
5176-LDKUH,Female,0,No,No
4644-OBGFZ,Male,0,Yes,Yes
7926-IJOOU,Male,0,No,No
6480-YAGIY,Male,0,No,No
4029-HPFVY,Male,0,No,No
7602-DBTOU,Female,0,Yes,No
5345-BMKWB,Male,0,Yes,No
3519-ZKXGG,Female,0,Yes,No
5457-COLHT,Male,0,Yes,Yes
6416-TVAIH,Male,0,Yes,Yes
5451-YHYPW,Female,1,Yes,No
5108-ADXWO,Male,0,No,No
7998-WNZEM,Male,0,No,No
3066-RRJIO,Female,0,No,No
4664-NJCMS,Female,0,Yes,No
0307-BCOPK,Female,0,No,No
