customerID,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
3717-FDJFU,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3665-JATSN,No phone service,DSL,No,Yes,No,No,No,Yes
7966-YOTQW,Yes,DSL,Yes,No,No,No,No,No
0461-CVKMU,No,Fiber optic,No,Yes,Yes,Yes,No,No
8806-EAGWC,No,DSL,No,No,No,No,Yes,No
8853-TZDGH,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
7779-LGOVN,Yes,Fiber optic,No,No,No,No,No,Yes
4324-BZCKL,No,DSL,No,Yes,Yes,No,No,No
6924-TDGMT,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9710-ZUSHQ,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
1536-YHDOE,Yes,DSL,Yes,No,No,Yes,No,No
8123-QBNAZ,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
3629-ZNKXA,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
4827-LTQRJ,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
7711-YIJWC,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5482-VXSXJ,No,Fiber optic,No,Yes,No,No,Yes,Yes
7365-BVCJH,No phone service,DSL,No,No,No,No,No,No
9620-ENEJV,No,Fiber optic,No,No,No,No,No,No
4183-WCSEP,No,Fiber optic,No,Yes,No,Yes,No,No
2378-YIZKA,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5498-TXHLF,Yes,Fiber optic,No,No,Yes,No,Yes,No
0689-DSXGL,No,Fiber optic,No,Yes,Yes,Yes,No,No
6818-DJXAA,No,Fiber optic,No,No,Yes,Yes,Yes,No
9722-UJOJR,No,Fiber optic,No,No,No,No,No,No
0464-WJTKO,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8902-ZEOVF,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6778-EICRF,Yes,DSL,Yes,No,No,No,Yes,Yes
2662-NNTDK,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4132-KALRO,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
3902-FOIGH,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
6772-KSATR,Yes,Fiber optic,Yes,No,No,No,No,No
7112-OPOTK,No,Fiber optic,No,No,No,No,No,No
2874-YXVVA,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
1245-HARPS,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4210-QFJMF,No,Fiber optic,No,No,No,No,No,Yes
4323-ELYYB,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4293-ETKAP,Yes,DSL,No,Yes,No,Yes,Yes,Yes
6064-PUPMC,No,DSL,Yes,No,No,Yes,No,No
6504-VBLFL,No,DSL,Yes,Yes,Yes,No,No,No
6322-PJJDJ,No,Fiber optic,No,Yes,No,No,Yes,Yes
0330-BGYZE,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
1085-LDWAM,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7586-ZATGZ,Yes,Fiber optic,No,No,No,No,Yes,No
7197-VOJMM,No,DSL,Yes,Yes,No,Yes,No,Yes
3318-OSATS,Yes,Fiber optic,No,No,No,No,Yes,Yes
5828-AVIPD,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
1843-TLSGD,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9626-VFRGG,Yes,Fiber optic,No,Yes,No,No,Yes,No
7075-BNDVQ,No phone service,DSL,Yes,No,Yes,No,No,No
9143-CANJF,No,DSL,Yes,No,No,Yes,No,No
7284-BUYEC,No phone service,DSL,No,Yes,No,No,Yes,Yes
2041-JIJCI,Yes,DSL,No,Yes,No,No,No,Yes
1086-LXKFY,No,Fiber optic,No,No,No,No,No,No
4900-MSOMT,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No
2229-VWQJH,No,DSL,No,No,Yes,No,No,No
9194-GFVOI,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
1336-EZFZY,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4282-MSACW,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
1403-LKLIK,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2636-ALXXZ,No,Fiber optic,No,No,No,No,No,No
7774-OJSXI,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
7786-WBJYI,Yes,Fiber optic,No,Yes,No,No,No,No
0136-IFMYD,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
5144-TVGLP,Yes,Fiber optic,No,No,No,No,Yes,Yes
9643-AVVWI,No,Fiber optic,No,Yes,No,Yes,No,No
0253-ZTEOB,Yes,DSL,No,Yes,No,Yes,Yes,Yes
2706-QZIHY,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6061-PQHMK,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9885-CSMWE,No,Fiber optic,No,No,No,No,Yes,No
6137-MFAJN,No phone service,DSL,Yes,Yes,No,No,Yes,No
9122-UMROB,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4232-JGKIY,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2402-TAIRZ,No,Fiber optic,No,Yes,Yes,No,No,No
9659-ZTWSM,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
9139-TWBAS,No phone service,DSL,Yes,Yes,Yes,No,Yes,No
6685-GBWJZ,No,DSL,Yes,Yes,No,Yes,Yes,No
5016-ETTFF,No phone service,DSL,No,No,Yes,No,No,No
3866-MDTUB,No,DSL,Yes,No,No,No,Yes,Yes
2195-VVRJF,No,DSL,Yes,No,No,No,No,Yes
3913-RDSJZ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8058-JMEQO,Yes,Fiber optic,No,No,No,No,No,Yes
4203-QGNZA,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5043-TRZWM,No,Fiber optic,No,No,Yes,No,No,No
0697-ZMSWS,Yes,Fiber optic,No,No,No,No,No,Yes
7657-DYEPJ,No,DSL,No,Yes,Yes,Yes,Yes,No
9494-BDNNC,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
1640-PLFMP,No,Fiber optic,No,No,No,No,No,No
5366-OBVMR,No,DSL,No,No,No,Yes,No,No
8276-MQBYC,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
7644-OMVMY,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7593-XFKDI,No,DSL,No,No,No,No,No,No
4573-JKNAE,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0337-CNPZE,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
9817-APLHW,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8380-MQINP,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0840-DFEZH,Yes,Fiber optic,No,No,No,No,No,No
1513-XNPPH,No,Fiber optic,No,No,Yes,Yes,No,Yes
8690-ZVLCL,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
6015-VVHHE,Yes,Fiber optic,No,No,No,No,Yes,No
1125-SNVCK,No,DSL,No,No,No,No,No,No
0384-LPITE,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes
4616-EWBNJ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6347-DCUIK,Yes,Fiber optic,No,No,No,No,No,No
1335-HQMKX,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
2545-EBUPK,Yes,Fiber optic,No,No,No,No,No,Yes
6923-AQONU,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2172-EJXVF,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
0897-FEGMU,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
7663-RGWBC,No,DSL,No,No,No,No,No,No
1120-BMWUB,No,DSL,No,Yes,No,Yes,No,No
9124-LHCJQ,Yes,Fiber optic,No,No,No,No,No,Yes
4536-PLEQY,No,Fiber optic,No,Yes,No,No,No,Yes
7029-IJEJK,No phone service,DSL,Yes,No,No,Yes,No,Yes
8871-JLMHM,Yes,Fiber optic,No,Yes,Yes,Yes,No,No
2235-ZGKPT,Yes,DSL,No,No,No,No,No,No
3891-PUQOD,No,DSL,No,No,Yes,No,No,Yes
5447-VYTKW,No,DSL,Yes,No,No,Yes,No,No
3623-FQBOX,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0689-NKYLF,No,Fiber optic,No,No,Yes,No,Yes,No
8659-HDIYE,Yes,DSL,No,Yes,Yes,Yes,No,Yes
3658-KIBGF,No,DSL,Yes,Yes,No,No,No,No
3474-BAFSJ,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes
5519-YLDGW,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
3865-ZFZIB,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1855-AGAWH,No,Fiber optic,No,No,Yes,No,Yes,Yes
7109-CQYUZ,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
1370-GGAWX,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
4680-KUTAJ,Yes,DSL,Yes,No,No,No,No,No
5307-UVGNB,No phone service,DSL,Yes,Yes,Yes,No,No,Yes
4946-EDSEW,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2883-ILGWO,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
2516-VQRRV,Yes,Fiber optic,No,No,No,No,No,No
7580-UGXNC,No,DSL,Yes,Yes,No,No,No,No
3642-BYHDO,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9629-NHXFW,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2696-RZVZW,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5766-FTRTS,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
0396-HUJBP,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5178-LMXOP,Yes,Fiber optic,No,No,No,No,Yes,Yes
8879-ZKJOF,No,DSL,Yes,No,Yes,Yes,Yes,Yes
6285-FTQBF,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8185-UPYBR,Yes,Fiber optic,No,No,No,No,No,No
4585-HETAI,No,Fiber optic,No,No,Yes,No,No,No
7526-BEZQB,Yes,Fiber optic,No,No,No,No,Yes,Yes
1474-JUWSM,Yes,DSL,Yes,No,No,Yes,No,Yes
3530-CRZSB,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8498-XXGWA,No,DSL,Yes,No,Yes,No,No,No
9617-INGJY,No,Fiber optic,No,No,No,No,No,No
0621-TSSMU,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7234-KMNRQ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7636-PEPNS,No,DSL,No,No,No,No,No,No
4683-WYDOU,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
9052-DHNKM,Yes,DSL,Yes,Yes,No,No,No,No
6794-HKIAJ,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
5578-NKCXI,No,Fiber optic,Yes,Yes,No,No,Yes,Yes
1642-HMARX,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
3096-WPXBT,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes
8434-PNQZX,Yes,DSL,No,No,Yes,Yes,Yes,Yes
5950-AAAGJ,Yes,Fiber optic,No,No,No,No,Yes,No
4299-OPXEJ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4951-UKAAQ,Yes,Fiber optic,No,Yes,No,No,No,Yes
9618-LFJRU,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6693-DJWTY,No,DSL,Yes,Yes,No,No,No,No
0744-GKNGE,Yes,Fiber optic,Yes,No,No,Yes,No,No
6447-EGDIV,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1167-OYZJF,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2108-YKQTY,No,DSL,No,Yes,No,No,No,No
4806-DXQCE,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
4918-QLLIW,No,DSL,No,No,No,No,Yes,No
7056-IMHCC,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
4854-SSLTN,No,DSL,Yes,Yes,No,Yes,No,No
5294-DMSFH,No,Fiber optic,No,No,No,No,Yes,Yes
4837-PZTIC,No phone service,DSL,Yes,No,Yes,Yes,No,No
1625-JAIIY,Yes,Fiber optic,No,No,No,No,Yes,No
0603-OLQDC,No,DSL,Yes,No,No,No,Yes,Yes
3272-VUHPV,No,DSL,No,Yes,No,Yes,No,No
4176-FXYBO,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
1063-DHQJF,No,Fiber optic,No,Yes,No,Yes,Yes,No
8663-UPDGF,Yes,DSL,Yes,Yes,No,No,Yes,No
6719-FGEDO,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No
1837-YQUCE,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes
2947-DOMLJ,No,DSL,Yes,No,No,No,No,No
4112-LUEIZ,No,Fiber optic,No,No,No,No,Yes,Yes
0369-ZGOVK,No,Fiber optic,No,No,No,No,No,No
4510-HIMLV,No,Fiber optic,No,No,No,No,No,No
9919-KNPOO,Yes,Fiber optic,No,No,No,No,Yes,Yes
8749-JMNKX,Yes,Fiber optic,Yes,No,Yes,No,Yes,No
7872-BAAZR,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9391-LMANN,No,Fiber optic,Yes,Yes,Yes,No,No,Yes
2430-USGXP,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
8174-TBVCF,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
1698-XFZCI,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
1877-HKBQX,No,DSL,Yes,No,No,Yes,No,No
4450-DLLMH,No,Fiber optic,No,No,No,No,No,No
0428-AXXLJ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2746-DIJLO,Yes,DSL,No,Yes,No,No,No,No
5955-ERIHD,Yes,Fiber optic,No,No,No,No,Yes,Yes
0917-EZOLA,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
3508-VLHCZ,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
4086-ATNFV,No,DSL,Yes,Yes,Yes,No,No,No
0468-YRPXN,No,Fiber optic,No,No,Yes,Yes,Yes,Yes
5996-NRVXR,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
3739-YBWAB,No phone service,DSL,Yes,No,Yes,No,No,No
7047-FWEYA,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
2000-MPKCA,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
9762-YAQAA,Yes,Fiber optic,No,Yes,No,No,No,No
5949-EBSQK,No,DSL,No,No,No,Yes,No,Yes
5473-KHBPS,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
0100-DUVFC,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
5397-TUPSH,No,Fiber optic,No,No,No,No,No,No
8950-MTZNV,No,DSL,No,No,No,No,No,No
0326-VDYXE,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
6773-LQTVT,No phone service,DSL,No,Yes,Yes,No,No,No
7274-RTAPZ,No,Fiber optic,No,No,No,No,Yes,Yes
0436-TWFFZ,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
8566-YPRGL,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0311-UNPFF,No,Fiber optic,No,No,No,No,Yes,Yes
6609-MXJHJ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2669-OIDSD,No,Fiber optic,No,No,Yes,Yes,Yes,Yes
8400-WZICQ,No,DSL,Yes,Yes,No,No,No,No
3834-XUIFC,Yes,Fiber optic,No,No,No,No,No,Yes
9576-SYUHJ,Yes,Fiber optic,Yes,No,No,No,Yes,No
0410-IPFTY,No,Fiber optic,No,Yes,No,No,No,Yes
2831-EBWRN,No,DSL,No,No,No,No,No,No
9430-NKQLY,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8414-MYSHR,No,Fiber optic,No,No,No,No,Yes,Yes
0247-SLUJI,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9402-ORRAH,No,Fiber optic,No,No,No,No,Yes,Yes
6483-OATDN,No,DSL,Yes,No,No,No,No,No
1293-HHSHJ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4840-ORQXB,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
7599-FKVXZ,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
3982-DQLUS,Yes,Fiber optic,Yes,Yes,No,No,No,No
8610-ZIKJJ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3756-VNWDH,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
7801-KICAO,Yes,Fiber optic,No,No,No,No,No,No
7673-LPRNY,Yes,DSL,Yes,No,Yes,No,Yes,Yes
8229-TNIQA,No,DSL,No,No,No,No,No,No
6060-QBMGV,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7339-POGZN,Yes,DSL,No,No,No,No,No,No
2828-SLQPF,No,DSL,No,No,No,No,No,No
4465-VDKIQ,No,Fiber optic,No,Yes,Yes,No,No,No
2921-XWDJH,No,Fiber optic,Yes,No,No,No,No,Yes
6221-AVQYL,Yes,Fiber optic,No,No,No,No,No,No
2558-BUOZZ,Yes,Fiber optic,Yes,Yes,No,No,Yes,No
9257-AZMTZ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0003-MKNFE,Yes,DSL,No,No,No,No,No,Yes
0975-UYDTX,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
7743-EXURX,No,DSL,No,No,Yes,No,No,No
4682-BLBUC,No,DSL,No,Yes,Yes,Yes,Yes,No
0975-VOOVL,No phone service,DSL,No,Yes,No,No,No,No
5968-VXZLG,No,DSL,No,No,No,No,No,No
5569-KGJHX,Yes,Fiber optic,No,No,No,No,Yes,No
4988-IQIGL,Yes,Fiber optic,No,No,No,No,No,No
5201-FRKKS,No,Fiber optic,Yes,No,No,No,No,No
9799-CAYJJ,No,Fiber optic,No,No,No,No,No,No
7730-IUTDZ,No,Fiber optic,Yes,No,No,No,No,No
0426-TIRNE,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5443-SCMKX,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
8295-KMENE,Yes,DSL,Yes,No,Yes,Yes,Yes,No
6738-ISCBM,No phone service,DSL,Yes,No,Yes,No,Yes,Yes
9821-BESNZ,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
3678-MNGZX,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1335-NTIUC,No phone service,DSL,No,No,No,No,No,No
2916-BQZLN,Yes,Fiber optic,Yes,No,Yes,No,No,No
4558-CGYCZ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2368-GAKKQ,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
8710-YGLWG,No,DSL,No,No,No,No,No,No
3199-XGZCY,Yes,Fiber optic,No,No,No,No,No,No
3785-KTYSH,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6814-ZPWFQ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4063-EIKNQ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6993-YCOBK,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
5206-HPJKM,No,DSL,Yes,Yes,No,No,No,No
7587-RZNME,No,DSL,No,No,No,No,No,No
0748-RDGGM,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
8393-JMVMB,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5019-GQVCR,Yes,Fiber optic,No,No,No,No,Yes,No
6036-TTFYU,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2550-AEVRU,No,DSL,Yes,Yes,No,No,No,No
0969-RGKCU,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0378-CJKPV,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
4706-AXVKM,Yes,Fiber optic,No,No,No,No,No,Yes
5889-JTMUL,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
9026-RNUJS,No,DSL,No,No,Yes,No,No,No
3746-EUBYR,Yes,Fiber optic,No,No,No,No,No,No
2332-EFBJY,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2880-FPNAE,No,Fiber optic,No,No,Yes,No,No,No
1703-MGIAB,Yes,DSL,No,No,Yes,Yes,Yes,No
4311-QTTAI,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9474-PHLYD,No,DSL,No,No,Yes,No,No,Yes
4318-RAJVY,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2165-VOEGB,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
3612-YUNGG,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
2254-DLXRI,Yes,Fiber optic,No,Yes,No,No,No,No
5062-CJJKH,No,DSL,No,Yes,Yes,No,No,No
9028-LIHRP,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
2219-MVUSO,No,DSL,No,No,No,No,No,No
1053-MXTTK,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
1530-ZTDOZ,No phone service,DSL,Yes,No,No,No,Yes,No
1301-LOPVR,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes
0853-TWRVK,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
8914-RBTSB,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
6212-ATMLK,Yes,Fiber optic,No,No,No,No,Yes,Yes
8200-LGKSR,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
1568-BEKZM,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
0670-ANMUU,Yes,Fiber optic,Yes,No,No,Yes,No,Yes
6897-RWMUB,No,DSL,Yes,Yes,Yes,Yes,No,No
0963-ZBDRN,No,Fiber optic,No,No,No,Yes,Yes,Yes
7594-RQHXR,No,Fiber optic,No,No,No,No,No,Yes
6999-CHVCF,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes
6134-KWTBV,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1077-HUUJM,No,Fiber optic,No,No,No,No,No,No
6331-EWIEB,Yes,Fiber optic,No,No,No,No,Yes,No
0895-LNKRC,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2045-BMBTJ,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes
8417-GSODA,Yes,Fiber optic,No,No,No,No,Yes,Yes
5171-EPLKN,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4452-QIIEB,No,DSL,No,No,No,No,No,No
5998-VVEJY,Yes,Fiber optic,No,No,No,Yes,No,No
1624-NALOJ,Yes,Fiber optic,No,Yes,No,No,No,Yes
6741-EGCBI,Yes,Fiber optic,Yes,No,No,No,No,Yes
7820-ZYGNY,Yes,Fiber optic,No,Yes,No,No,No,Yes
4317-VTEOA,No,DSL,No,Yes,No,No,No,No
9677-AVKED,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
1670-SVOWZ,No,Fiber optic,No,Yes,No,Yes,No,Yes
2227-JRSJX,No,Fiber optic,No,Yes,No,Yes,Yes,Yes
9847-HNVGP,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6696-YDAYZ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8980-WQFWL,No,DSL,No,No,Yes,No,No,Yes
1730-ZMAME,No,Fiber optic,No,No,No,No,No,Yes
6506-EYCNH,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4634-JLRJT,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9501-UKKNL,No phone service,DSL,No,No,No,Yes,Yes,Yes
2560-QTSBS,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7541-YLXCL,No,DSL,No,Yes,No,Yes,No,Yes
4795-WRNVT,No,DSL,Yes,Yes,No,No,Yes,No
6080-TCMYC,Yes,Fiber optic,No,No,Yes,No,No,No
0260-ZDLGK,No,DSL,No,No,Yes,Yes,Yes,Yes
7860-UXCRM,No,DSL,Yes,Yes,Yes,Yes,Yes,No
6357-JJPQT,No,Fiber optic,No,No,No,No,Yes,No
2292-XQWSV,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes
9552-TGUZV,No,Fiber optic,Yes,No,No,No,No,No
5913-INRQV,No,Fiber optic,Yes,No,No,Yes,Yes,No
8722-NGNBH,No phone service,DSL,Yes,No,Yes,Yes,No,No
6210-KBBPI,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
9643-YBLUR,Yes,DSL,No,Yes,Yes,No,No,Yes
8734-FNWVH,Yes,DSL,No,No,No,No,No,Yes
9447-YPTBX,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0133-BMFZO,No,Fiber optic,Yes,Yes,No,Yes,No,No
6128-CZOMY,No,DSL,No,No,No,No,No,No
9540-JYROE,No,Fiber optic,No,No,No,No,No,No
9026-LHEVG,No phone service,DSL,No,Yes,No,No,No,Yes
2260-USTRB,No,Fiber optic,No,No,No,No,No,No
3656-TKRVZ,No,DSL,Yes,Yes,No,No,No,No
7011-CVEUC,No,Fiber optic,No,No,No,Yes,Yes,Yes
6185-TASNN,No,DSL,No,No,No,No,No,No
7925-PNRGI,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No
8623-TMRBY,Yes,Fiber optic,No,Yes,Yes,No,No,No
1552-CZCLL,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3038-PQIUY,Yes,DSL,Yes,Yes,Yes,No,No,No
1501-SGHBW,No,DSL,No,No,No,No,No,No
9313-CDOGY,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8148-BPLZQ,No,DSL,No,Yes,No,No,No,No
2623-DRYAM,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
9987-LUTYD,No,DSL,Yes,No,No,Yes,No,No
3208-YPIOE,Yes,Fiber optic,No,No,No,No,No,No
4488-KQFDT,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
2612-RANWT,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
5693-PIPCS,No,Fiber optic,No,Yes,No,Yes,Yes,Yes
0491-KAPQG,Yes,Fiber optic,No,No,No,No,No,No
1925-LFCZZ,No phone service,DSL,No,No,Yes,No,Yes,Yes
8039-EQPIM,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes
6900-PXRMS,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
8707-RMEZH,No,Fiber optic,Yes,Yes,No,No,No,Yes
3346-BRMIS,No phone service,DSL,No,No,Yes,No,Yes,Yes
3209-ZPKFI,Yes,DSL,No,Yes,No,No,No,No
6479-VDGRK,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
9373-WSLOY,No phone service,DSL,No,Yes,Yes,Yes,Yes,No
2933-FILNV,No phone service,DSL,No,No,No,No,No,No
