customerID,tenure,PhoneService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3769-MHZNV,33,Yes,Two year,No,Mailed check,20.1,670.35,No
6295-OSINB,72,Yes,Two year,Yes,Electronic check,109.65,7880.25,No
3308-MHOOC,1,Yes,Month-to-month,Yes,Mailed check,19.2,19.2,No
2309-OSFEU,10,No,Month-to-month,Yes,Mailed check,33.9,298.45,Yes
2207-QPJED,37,Yes,Month-to-month,No,Electronic check,90,3371.75,No
4177-JPDFU,12,No,Month-to-month,No,Mailed check,34,442.45,No
2239-CFOUJ,1,Yes,One year,No,Mailed check,20.4,20.4,No
8046-DNVTL,62,No,Two year,Yes,Credit card (automatic),38.6,2345.55,No
2209-XADXF,1,No,Month-to-month,No,Bank transfer (automatic),25.25,25.25,No
6620-JDYNW,18,Yes,Month-to-month,Yes,Mailed check,60.6,1156.35,No
1891-FZYSA,69,Yes,Month-to-month,Yes,Electronic check,89.95,6143.15,Yes
4770-UEZOX,2,Yes,Month-to-month,Yes,Electronic check,74.75,144.8,No
1038-RQOST,19,Yes,Month-to-month,No,Mailed check,20.6,414.95,No
7613-LLQFO,12,Yes,Month-to-month,Yes,Electronic check,84.45,1059.55,Yes
4568-TTZRT,9,Yes,Month-to-month,No,Mailed check,20.4,181.8,No
9513-DXHDA,27,Yes,One year,No,Electronic check,81.7,2212.55,No
2640-PMGFL,27,Yes,Month-to-month,Yes,Electronic check,79.5,2180.55,Yes
3801-HMYNL,1,Yes,Month-to-month,No,Mailed check,89.15,89.15,Yes
0516-QREYC,24,Yes,Month-to-month,Yes,Mailed check,20.3,459.95,No
9685-WKZGT,14,Yes,Month-to-month,Yes,Electronic check,74.95,1036.75,Yes
6022-UGGSO,32,Yes,Month-to-month,Yes,Electronic check,74.4,2276.95,Yes
8084-OIVBS,11,Yes,One year,No,Mailed check,20,211.95,No
8896-BQTTI,1,Yes,Month-to-month,Yes,Mailed check,25,25,No
3865-QBWSJ,38,Yes,Month-to-month,Yes,Mailed check,80.45,3162.65,No
3352-RICWQ,9,Yes,Two year,No,Mailed check,19.75,210.65,No
2160-GPFXD,54,Yes,Two year,Yes,Credit card (automatic),65.65,3566.7,No
2065-MMKGR,29,Yes,One year,Yes,Credit card (automatic),71,2080.1,No
5857-TYBCJ,44,Yes,Month-to-month,Yes,Electronic check,89.2,4040.2,No
1498-NHTLT,59,Yes,Two year,Yes,Electronic check,86.75,5186,No
4484-CGXFK,3,Yes,Month-to-month,Yes,Electronic check,55.3,196.15,Yes
1402-PTHGN,18,Yes,One year,Yes,Mailed check,61.5,1087.45,No
4176-RELJR,67,Yes,Two year,No,Credit card (automatic),25.1,1672.15,No
6214-EDAKZ,22,Yes,Month-to-month,No,Electronic check,55.15,1206.05,Yes
5199-FPUSP,33,No,One year,No,Credit card (automatic),34.05,1113.95,No
6377-KSLXC,5,Yes,Month-to-month,No,Mailed check,19.95,107.05,No
1796-JANOW,2,Yes,Month-to-month,No,Mailed check,19.95,38.15,No
0238-WHBIQ,72,Yes,Two year,No,Credit card (automatic),89.7,6339.3,No
8735-NBLWT,9,Yes,Month-to-month,No,Mailed check,20.4,184.1,No
6651-RLGGM,67,Yes,Two year,No,Mailed check,26.3,1688.9,No
6127-ISGTU,16,Yes,Month-to-month,Yes,Electronic check,84.95,1378.25,Yes
1614-JBEBI,8,Yes,Month-to-month,Yes,Mailed check,20.7,137.6,No
8740-XLHDR,5,No,Month-to-month,Yes,Mailed check,43.25,219,Yes
1208-DNHLN,23,Yes,One year,Yes,Credit card (automatic),48.35,1067.15,Yes
1761-AEZZR,1,Yes,Month-to-month,Yes,Electronic check,79.55,79.55,Yes
3923-CSIHK,50,Yes,Month-to-month,Yes,Electronic check,71.05,3444.85,Yes
5696-EXCYS,17,Yes,Two year,No,Credit card (automatic),19.45,369.05,No
5795-KTGUD,68,Yes,Two year,Yes,Bank transfer (automatic),110.8,7553.6,No
7120-RFMVS,1,Yes,Month-to-month,No,Electronic check,84.5,84.5,Yes
7924-GJZFI,25,Yes,Month-to-month,Yes,Electronic check,69.3,1813.1,No
4702-HDRKD,67,No,One year,Yes,Bank transfer (automatic),49.35,3321.35,No
8512-WIWYV,32,Yes,One year,No,Credit card (automatic),20.35,707.5,No
5897-ZYEKH,67,Yes,One year,Yes,Electronic check,105.6,7112.15,No
5456-ITGIC,72,No,Two year,Yes,Credit card (automatic),64.45,4641.1,No
7317-GGVPB,71,Yes,Two year,Yes,Credit card (automatic),108.6,7690.9,Yes
1406-PUQVY,1,Yes,Month-to-month,Yes,Electronic check,49.9,49.9,No
1322-AGOQM,46,No,Month-to-month,No,Bank transfer (automatic),30.3,1380.1,Yes
3677-IYRBF,2,No,Month-to-month,Yes,Electronic check,30.4,78.65,Yes
5692-FPTAH,1,Yes,Month-to-month,Yes,Mailed check,45.4,45.4,Yes
9114-AAFQH,48,Yes,One year,Yes,Electronic check,65.65,3094.65,No
8715-KKTFG,61,Yes,One year,Yes,Bank transfer (automatic),103.3,6518.35,No
1550-LOAHA,32,Yes,Month-to-month,No,Bank transfer (automatic),84.15,2585.95,Yes
1728-BQDMA,2,Yes,Month-to-month,No,Electronic check,44.45,82.7,No
0268-QKIWO,3,Yes,Month-to-month,No,Electronic check,19.75,58.85,Yes
0876-WDUUZ,5,Yes,Month-to-month,Yes,Credit card (automatic),85.4,425.9,Yes
5117-ZSMHQ,71,Yes,Two year,No,Bank transfer (automatic),89.9,6342.7,No
5151-HQRDG,37,Yes,Month-to-month,Yes,Mailed check,55.05,2030.75,No
0960-HUWBM,65,Yes,Two year,Yes,Bank transfer (automatic),104.1,6700.05,No
6465-GSRCL,67,Yes,One year,Yes,Bank transfer (automatic),106.6,7244.7,No
0617-FHSGK,49,Yes,Month-to-month,No,Credit card (automatic),75.2,3678.3,Yes
0263-FJTQO,50,Yes,Two year,Yes,Credit card (automatic),70.5,3486.65,No
7319-ZNRTR,25,Yes,One year,No,Electronic check,19.6,411.15,No
2858-MOFSQ,17,Yes,One year,Yes,Mailed check,55.85,937.5,Yes
7503-EPSZW,64,Yes,Two year,Yes,Mailed check,24.05,1559.15,No
7089-XXAYG,25,No,One year,Yes,Credit card (automatic),38.1,970.4,No
8118-LSUEL,23,Yes,Month-to-month,Yes,Electronic check,106.4,2483.5,Yes
8070-AAWZP,24,No,Month-to-month,No,Mailed check,34.25,828.2,No
1666-JXLKU,37,Yes,Month-to-month,Yes,Electronic check,100.05,3810.55,No
7855-DIWPO,21,Yes,Month-to-month,Yes,Electronic check,68.65,1493.2,No
5133-POWUA,1,Yes,Month-to-month,Yes,Mailed check,45.8,45.8,No
5652-MSDEY,10,Yes,Month-to-month,Yes,Mailed check,75.75,777.3,No
7005-CCBKV,6,Yes,Month-to-month,Yes,Electronic check,84.4,556.35,Yes
1810-BOHSY,51,Yes,One year,Yes,Credit card (automatic),96.4,4911.05,No
1784-BXEFA,10,Yes,Month-to-month,Yes,Mailed check,20.55,187.35,No
7351-MHQVU,6,No,Month-to-month,No,Credit card (automatic),50.95,307.6,No
9224-VTYID,47,Yes,Two year,Yes,Mailed check,90.5,4318.35,No
9500-IWPXQ,61,Yes,One year,Yes,Electronic check,79.4,4820.55,No
5762-TJXGK,52,No,Two year,Yes,Bank transfer (automatic),58.75,3038.55,No
4504-YOULA,35,Yes,Month-to-month,Yes,Credit card (automatic),59.45,2136.9,No
5569-IDSEY,71,Yes,One year,Yes,Bank transfer (automatic),105.7,7472.15,No
4250-FDVOU,6,Yes,Month-to-month,No,Electronic check,56.25,389.1,Yes
7284-ZZLOH,45,Yes,Two year,No,Credit card (automatic),53.3,2296.25,No
5277-ZLOOR,2,Yes,Month-to-month,Yes,Electronic check,85.55,187.45,Yes
2141-RRYGO,4,Yes,Month-to-month,Yes,Bank transfer (automatic),68.65,261.25,Yes
1777-JYQPJ,2,No,Month-to-month,No,Mailed check,24.3,38.45,No
6376-GAHQE,4,Yes,Month-to-month,No,Electronic check,77.85,299.2,Yes
3401-URHDA,51,Yes,One year,No,Credit card (automatic),59.9,3043.6,No
1599-EAHXY,60,Yes,One year,No,Credit card (automatic),23.95,1506.4,No
8631-XVRZL,9,Yes,One year,Yes,Mailed check,20.15,163.7,No
5052-PNLOS,3,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,323.25,Yes
3853-LYGAM,17,Yes,Month-to-month,Yes,Bank transfer (automatic),95.65,1640,No
6979-ZNSFF,8,Yes,Month-to-month,Yes,Electronic check,87.05,762.1,Yes
5751-USDBL,46,Yes,Two year,No,Mailed check,81,3846.35,No
5680-LQOGP,68,Yes,Two year,Yes,Credit card (automatic),82.45,5646.6,No
2386-LAHRK,1,Yes,Month-to-month,Yes,Mailed check,53.5,53.5,Yes
8189-DUKMV,4,Yes,One year,No,Bank transfer (automatic),20.5,79.05,No
6032-IGALN,1,No,Month-to-month,Yes,Mailed check,25.1,25.1,Yes
9931-DCEZH,28,Yes,One year,Yes,Credit card (automatic),54.4,1516.6,No
1898-JSNDC,39,Yes,One year,Yes,Credit card (automatic),58.6,2224.5,No
0315-LVCRK,11,Yes,Month-to-month,No,Electronic check,84.8,888.75,No
3911-RSNHI,71,No,Two year,Yes,Credit card (automatic),61.4,4310.35,No
2410-CIYFZ,2,Yes,Month-to-month,No,Mailed check,20.4,42.9,No
4248-HCETZ,30,Yes,Month-to-month,Yes,Mailed check,79.65,2365.15,Yes
5505-OVWQW,17,Yes,One year,No,Mailed check,20.15,353.65,No
7271-AJDTL,55,Yes,Month-to-month,Yes,Credit card (automatic),94.45,5073.1,No
1867-TJHTS,58,Yes,Month-to-month,Yes,Bank transfer (automatic),79.8,4526.85,No
0516-WJVXC,5,Yes,Month-to-month,No,Electronic check,54.2,308.25,Yes
9174-FKWZE,1,Yes,Month-to-month,Yes,Electronic check,19.45,19.45,Yes
6860-YRJZP,9,Yes,Month-to-month,Yes,Electronic check,74.05,678.45,No
4429-WYGFR,26,Yes,Month-to-month,No,Bank transfer (automatic),49.15,1237.3,No
2817-LVCPP,50,Yes,Two year,No,Credit card (automatic),19.4,1023.95,No
5038-ETMLM,72,Yes,Two year,Yes,Bank transfer (automatic),113.65,8182.75,No
5056-FIMPT,43,Yes,One year,Yes,Credit card (automatic),106,4532.3,No
4521-WFJAI,56,Yes,Two year,Yes,Bank transfer (automatic),25.95,1444.05,No
6569-KTMDU,1,Yes,Month-to-month,No,Mailed check,19.1,19.1,No
8809-RIHDD,72,Yes,Two year,Yes,Electronic check,103.4,7372.65,Yes
8809-XKHMD,72,Yes,Two year,Yes,Bank transfer (automatic),100.55,7325.1,No
0396-YCHWO,36,Yes,Month-to-month,Yes,Electronic check,95.4,3474.2,No
0867-LDTTC,5,Yes,Month-to-month,No,Bank transfer (automatic),75.15,392.65,No
4822-NGOCH,13,Yes,Month-to-month,Yes,Electronic check,84.45,1058.6,Yes
9391-DXGGG,44,Yes,One year,No,Credit card (automatic),89.15,3990.75,No
9844-FELAJ,70,Yes,One year,Yes,Electronic check,107.9,7475.85,No
2122-SZZZD,44,Yes,One year,No,Credit card (automatic),19.5,835.5,No
5307-DZCVC,32,Yes,Month-to-month,Yes,Credit card (automatic),85.95,2628.6,Yes
3148-AOIQT,69,Yes,Two year,Yes,Credit card (automatic),24.95,1718.35,No
8679-JOEVF,16,Yes,Month-to-month,No,Electronic check,59.4,1023.9,Yes
8395-ETZKQ,68,Yes,One year,No,Bank transfer (automatic),19.5,1193.55,No
6692-YQHXC,16,Yes,Month-to-month,Yes,Credit card (automatic),69.95,1205.5,No
3889-VWBID,68,Yes,Two year,No,Bank transfer (automatic),82.85,5776.45,No
5222-JCXZT,4,Yes,Month-to-month,No,Mailed check,19,78.9,No
9754-CLVZW,26,No,Month-to-month,No,Credit card (automatic),38.85,1025.15,No
1432-FPAXX,29,No,Month-to-month,Yes,Electronic check,30.6,856.35,Yes
2739-CCZMB,5,Yes,Month-to-month,No,Credit card (automatic),20.35,122,No
7080-TNUWP,70,Yes,One year,Yes,Bank transfer (automatic),95,6602.9,No
0496-AHOOK,24,Yes,One year,No,Bank transfer (automatic),74.4,1712.9,No
8336-TAVKX,72,Yes,Two year,No,Bank transfer (automatic),78.45,5682.25,No
2468-SJFLM,1,Yes,Month-to-month,Yes,Mailed check,74.3,74.3,No
3181-VTHOE,70,No,One year,Yes,Bank transfer (automatic),51.05,3635.15,No
7168-HDQHG,36,Yes,Month-to-month,No,Bank transfer (automatic),19.2,702.9,No
4803-AXVYP,38,Yes,Month-to-month,Yes,Electronic check,99.55,3734.25,Yes
3884-HCSWG,17,Yes,Month-to-month,Yes,Electronic check,70,1144.5,Yes
4567-AKPIA,41,Yes,One year,Yes,Bank transfer (automatic),109.1,4454.25,No
5077-DXTCG,1,Yes,Month-to-month,Yes,Electronic check,45.3,45.3,Yes
1142-WACZW,2,No,Month-to-month,No,Bank transfer (automatic),29.85,75.6,Yes
7901-HXJVA,14,Yes,Month-to-month,No,Electronic check,76.45,1117.55,No
5649-ANRML,2,Yes,Month-to-month,Yes,Credit card (automatic),95.1,180.25,Yes
4892-VLANZ,1,Yes,Month-to-month,No,Mailed check,19.8,19.8,Yes
5924-IFQTT,13,Yes,Month-to-month,Yes,Electronic check,72.8,930.05,No
7968-QUXNS,6,Yes,Month-to-month,No,Mailed check,18.95,110.15,No
2919-HBCJO,4,Yes,Month-to-month,Yes,Bank transfer (automatic),76.65,333.6,Yes
4236-XPXAV,5,Yes,Month-to-month,Yes,Mailed check,99.15,465.05,Yes
8903-WMRNW,15,Yes,Month-to-month,No,Electronic check,101.75,1669.4,No
2452-SNHFZ,47,Yes,Month-to-month,No,Credit card (automatic),75.45,3545.1,No
3629-WEAAM,8,Yes,Month-to-month,No,Mailed check,64.1,504.05,No
6029-CSMJE,17,No,Month-to-month,Yes,Mailed check,25.65,440.2,No
7993-NQLJE,15,Yes,Month-to-month,No,Mailed check,75.1,1151.55,No
9909-DFRJA,26,Yes,One year,Yes,Bank transfer (automatic),95.85,2475.35,No
9099-FTUHS,23,Yes,Month-to-month,No,Electronic check,54.4,1249.25,No
0581-BXBUB,4,Yes,Month-to-month,No,Electronic check,72.75,317.75,No
4962-CHQPW,29,Yes,One year,No,Mailed check,19.85,535.05,No
9467-ROOLM,25,Yes,Month-to-month,No,Mailed check,19.05,461.3,No
3030-YZADT,9,Yes,Month-to-month,No,Mailed check,44.95,431,Yes
7410-KTVFV,18,Yes,Month-to-month,Yes,Mailed check,49.55,878.35,Yes
5150-ITWWB,3,Yes,Month-to-month,Yes,Electronic check,94.85,335.75,No
2253-KPMNB,69,No,Two year,No,Bank transfer (automatic),46.25,3121.4,No
1345-ZUKID,14,Yes,One year,No,Mailed check,19.35,324.8,No
6429-SHBCB,19,Yes,Month-to-month,No,Mailed check,69.6,1394.55,No
9281-OFDMF,39,Yes,Month-to-month,No,Electronic check,90.7,3413.25,No
2603-HVKCG,31,Yes,Month-to-month,Yes,Electronic check,101.4,3143.65,No
1834-WULEG,24,Yes,One year,No,Mailed check,20.25,439.75,No
9097-ZUBYC,14,Yes,Month-to-month,No,Bank transfer (automatic),48.8,664.4,No
5148-ORICT,64,Yes,Two year,Yes,Mailed check,74.35,4759.55,No
4893-GYUJU,50,Yes,One year,Yes,Mailed check,19.35,1033,No
4578-PHJYZ,52,Yes,One year,Yes,Electronic check,68.75,3482.85,No
7272-QDCKA,28,Yes,One year,No,Electronic check,100.2,2688.45,No
8908-SLFCJ,21,Yes,Two year,Yes,Credit card (automatic),20.85,435.25,No
8393-DLHGA,25,Yes,Month-to-month,Yes,Electronic check,95.9,2448.75,Yes
9766-HGEDE,17,Yes,One year,No,Mailed check,19.35,307,No
6968-MHOMU,58,No,One year,Yes,Credit card (automatic),45,2689.35,No
7395-IGJOS,17,Yes,Month-to-month,No,Bank transfer (automatic),81.5,1329.2,Yes
5044-XDPYX,51,Yes,Two year,No,Mailed check,25.5,1281.25,No
1814-WFGVS,72,No,Two year,No,Mailed check,48.9,3527,No
2834-SPCJV,52,Yes,Month-to-month,No,Electronic check,84.1,4348.65,Yes
3721-WKIIL,27,Yes,Two year,Yes,Mailed check,19.6,561.15,No
6734-CKRSM,3,Yes,Month-to-month,No,Mailed check,20,63.6,No
1265-ZFOSD,64,Yes,Two year,Yes,Mailed check,81.3,5129.3,No
6568-POCUI,45,Yes,Two year,Yes,Credit card (automatic),95.2,4285.8,No
7890-VYYWG,3,No,Month-to-month,Yes,Mailed check,36.45,93.7,Yes
5197-LQXXH,71,Yes,Two year,Yes,Credit card (automatic),83.3,5894.5,No
9907-SWKKF,1,No,Month-to-month,No,Mailed check,25.05,25.05,Yes
3457-PQBYH,58,Yes,Two year,No,Credit card (automatic),20.3,1160.75,No
7682-AZNDK,34,Yes,Month-to-month,Yes,Electronic check,89.85,3091.75,No
0587-DMGBH,8,Yes,Month-to-month,Yes,Electronic check,49.85,365.55,Yes
5384-ZTTWP,15,Yes,Month-to-month,No,Mailed check,19.8,272.95,No
3745-HRPHI,66,No,Two year,No,Bank transfer (automatic),54.65,3632,No
7636-OWBPG,12,No,Month-to-month,Yes,Credit card (automatic),29.35,381.2,No
1231-YNDEK,58,Yes,Two year,Yes,Bank transfer (automatic),19.15,1035.5,No
1407-DIGZV,3,Yes,Two year,No,Mailed check,19.1,52,No
6397-JNZZG,43,No,Month-to-month,No,Credit card (automatic),55.55,2342.2,Yes
0570-BFQHT,9,Yes,Month-to-month,No,Electronic check,80.55,653.9,No
4393-OBCRR,3,Yes,One year,No,Mailed check,20.25,71.2,No
3523-QRQLL,22,Yes,One year,Yes,Bank transfer (automatic),69.5,1498.2,Yes
8564-LDKFL,40,Yes,One year,Yes,Bank transfer (automatic),106,4178.65,No
3696-DFHHB,68,Yes,Two year,No,Bank transfer (automatic),25.5,1821.8,No
0895-DQHEW,54,Yes,Month-to-month,Yes,Electronic check,104.3,5278.15,Yes
4717-GHADL,50,Yes,Two year,Yes,Mailed check,79.6,4024.2,No
5501-TVMGM,1,Yes,Month-to-month,Yes,Electronic check,55.25,55.25,No
5879-HMFFH,72,Yes,Two year,No,Bank transfer (automatic),88.05,6520.8,No
6772-WFQRD,40,Yes,One year,Yes,Bank transfer (automatic),20.4,854.9,No
3810-DVDQQ,72,Yes,Two year,Yes,Bank transfer (automatic),117.6,8308.9,No
6972-SNKKW,6,Yes,Month-to-month,No,Mailed check,20,109.2,No
3694-GLTJM,5,Yes,Month-to-month,Yes,Credit card (automatic),19.65,92.05,No
8550-XSXUQ,48,Yes,One year,Yes,Credit card (automatic),70.55,3420.5,No
8149-RSOUN,1,Yes,Month-to-month,Yes,Electronic check,93.85,93.85,Yes
9055-MOJJJ,64,Yes,One year,No,Mailed check,65.8,4068,No
4359-INNWN,17,Yes,One year,No,Credit card (automatic),20.05,337.9,No
0585-EGDDA,40,Yes,Month-to-month,Yes,Electronic check,80,3168.75,No
4032-RMHCI,41,No,One year,No,Credit card (automatic),35.4,1412.4,No
0549-CYCQN,51,Yes,One year,Yes,Bank transfer (automatic),79.6,3974.7,No
3481-JHUZH,41,Yes,Month-to-month,Yes,Electronic check,80.25,3439,No
7250-EQKIY,1,Yes,Month-to-month,No,Mailed check,50.45,50.45,Yes
3594-IVHJZ,2,Yes,Month-to-month,Yes,Mailed check,20.45,42.45,No
6869-FGJJC,68,Yes,One year,No,Credit card (automatic),79.6,5461.45,No
3896-ZVNET,24,Yes,Two year,No,Mailed check,24.7,571.75,No
8205-VSLRB,70,Yes,Two year,No,Credit card (automatic),77.3,5498.2,No
5960-MVTUK,3,No,Month-to-month,Yes,Electronic check,29.75,96.85,No
6817-WTYHE,2,Yes,Month-to-month,No,Bank transfer (automatic),44.9,111.05,No
3082-VQXNH,3,No,Month-to-month,No,Credit card (automatic),29.8,94.4,No
4013-UBXWQ,7,Yes,Month-to-month,Yes,Electronic check,74.65,521.1,Yes
4931-TRZWN,13,Yes,Month-to-month,Yes,Electronic check,71.95,923.85,No
0750-EKNGL,7,Yes,Month-to-month,No,Mailed check,20.75,141.1,No
7669-LCRSD,12,Yes,Month-to-month,Yes,Mailed check,56.3,628.65,No
3567-PQTSO,53,Yes,One year,Yes,Electronic check,105.25,5576.3,No
5519-NPHVG,12,Yes,Month-to-month,Yes,Electronic check,94.2,1046.1,Yes
8043-PNYSD,63,Yes,Two year,No,Mailed check,19.55,1245.6,No
9938-EKRGF,15,Yes,Month-to-month,No,Mailed check,84.45,1287.85,No
2703-AMTUL,36,Yes,One year,No,Mailed check,53.65,1939.35,No
0928-JMXNP,4,No,Month-to-month,Yes,Electronic check,29.9,118.25,No
8173-RXAYP,24,Yes,Two year,No,Mailed check,19.7,452.55,No
4825-XJGDM,61,No,One year,No,Credit card (automatic),43.7,2696.55,No
5402-HTOTQ,16,Yes,Month-to-month,No,Electronic check,55.3,875.35,No
6734-JDTTV,65,Yes,Two year,Yes,Credit card (automatic),19.85,1267.05,No
7850-THJMU,26,Yes,Two year,No,Credit card (automatic),19.65,494.9,No
3890-RTCMS,16,Yes,Month-to-month,Yes,Mailed check,49.45,799,No
8849-GYOKR,54,Yes,One year,No,Bank transfer (automatic),106.55,5763.3,Yes
3148-BLQJT,1,Yes,Month-to-month,No,Mailed check,20.1,20.1,Yes
3717-FDJFU,5,Yes,Two year,No,Mailed check,20.45,106.9,No
3665-JATSN,19,No,Month-to-month,Yes,Electronic check,39.7,710.05,No
7966-YOTQW,10,Yes,Month-to-month,Yes,Credit card (automatic),54.5,568.2,No
0461-CVKMU,23,Yes,Month-to-month,No,Electronic check,83.8,1900.25,Yes
8806-EAGWC,3,Yes,Month-to-month,No,Mailed check,55.15,159.15,Yes
8853-TZDGH,72,Yes,Two year,Yes,Bank transfer (automatic),111.6,8012.75,No
7779-LGOVN,10,Yes,Month-to-month,Yes,Electronic check,86.65,856.65,Yes
4324-BZCKL,10,Yes,Month-to-month,Yes,Mailed check,55.55,551.3,No
6924-TDGMT,11,Yes,One year,Yes,Mailed check,20.55,184.95,No
9710-ZUSHQ,37,Yes,Month-to-month,Yes,Bank transfer (automatic),106.75,4056.75,Yes
1536-YHDOE,17,Yes,One year,Yes,Mailed check,62.1,1096.65,No
8123-QBNAZ,36,Yes,Month-to-month,Yes,Credit card (automatic),104.5,3684.95,No
3629-ZNKXA,17,Yes,Month-to-month,Yes,Electronic check,101.8,1752.45,No
4827-LTQRJ,66,Yes,One year,Yes,Credit card (automatic),110.6,7210.85,No
7711-YIJWC,61,Yes,One year,No,Bank transfer (automatic),84.9,5264.5,No
5482-VXSXJ,22,Yes,Month-to-month,Yes,Mailed check,93.2,2157.3,No
7365-BVCJH,1,No,Month-to-month,Yes,Electronic check,24.4,24.4,No
9620-ENEJV,6,Yes,Month-to-month,No,Credit card (automatic),70.55,433.95,No
4183-WCSEP,31,Yes,Month-to-month,Yes,Electronic check,78.45,2435.15,Yes
2378-YIZKA,68,Yes,Two year,Yes,Credit card (automatic),85,5607.75,No
5498-TXHLF,34,Yes,Month-to-month,No,Electronic check,87.45,2874.15,Yes
0689-DSXGL,52,Yes,Month-to-month,No,Bank transfer (automatic),85.8,4433.3,No
6818-DJXAA,10,Yes,Month-to-month,Yes,Electronic check,91.1,964.35,No
9722-UJOJR,29,Yes,Month-to-month,Yes,Electronic check,70.75,1974.8,Yes
0464-WJTKO,72,Yes,Two year,No,Bank transfer (automatic),20.1,1460.85,No
8902-ZEOVF,47,Yes,One year,No,Mailed check,20.05,951.55,No
6778-EICRF,24,Yes,One year,No,Mailed check,74.8,1821.2,No
2662-NNTDK,65,Yes,One year,No,Credit card (automatic),24.8,1600.95,No
4132-KALRO,4,Yes,Month-to-month,Yes,Mailed check,100.85,399.25,No
3902-FOIGH,12,Yes,Month-to-month,Yes,Electronic check,101.35,1218.55,Yes
6772-KSATR,1,Yes,Month-to-month,Yes,Electronic check,81.7,81.7,Yes
7112-OPOTK,33,Yes,Month-to-month,No,Electronic check,68.25,2171.15,Yes
2874-YXVVA,34,Yes,Month-to-month,Yes,Electronic check,105.1,3634.8,No
1245-HARPS,14,Yes,Two year,No,Mailed check,20.4,292.4,No
4210-QFJMF,4,Yes,Month-to-month,Yes,Electronic check,79.15,317.25,Yes
4323-ELYYB,13,Yes,One year,No,Mailed check,20,218.55,No
4293-ETKAP,65,Yes,Two year,Yes,Bank transfer (automatic),79.4,5071.9,No
6064-PUPMC,23,Yes,One year,No,Credit card (automatic),57.2,1423.35,No
6504-VBLFL,55,Yes,Two year,No,Electronic check,58.6,3068.6,No
6322-PJJDJ,49,Yes,Two year,Yes,Electronic check,94.8,4690.65,No
0330-BGYZE,60,Yes,One year,No,Bank transfer (automatic),102.5,6157.6,No
1085-LDWAM,69,Yes,One year,Yes,Credit card (automatic),20.35,1442.65,No
7586-ZATGZ,40,Yes,Month-to-month,Yes,Electronic check,84.9,3369.05,No
7197-VOJMM,67,Yes,Two year,Yes,Credit card (automatic),69.2,4671.65,No
3318-OSATS,35,Yes,Month-to-month,Yes,Electronic check,95.45,3474.05,Yes
5828-AVIPD,19,Yes,One year,Yes,Electronic check,100.95,1875.55,Yes
1843-TLSGD,13,Yes,Two year,No,Mailed check,20.85,272.35,No
9626-VFRGG,41,Yes,Month-to-month,Yes,Bank transfer (automatic),88.5,3645.05,No
7075-BNDVQ,4,No,Month-to-month,No,Mailed check,35,135.75,No
9143-CANJF,24,Yes,Month-to-month,No,Electronic check,55.15,1319.85,No
7284-BUYEC,5,No,Month-to-month,Yes,Credit card (automatic),50.95,229.4,No
2041-JIJCI,5,Yes,Month-to-month,Yes,Electronic check,64,370.25,No
1086-LXKFY,1,Yes,Month-to-month,Yes,Mailed check,69.1,69.1,Yes
4900-MSOMT,72,Yes,Two year,No,Bank transfer (automatic),80.2,5714.2,No
2229-VWQJH,24,Yes,Month-to-month,Yes,Credit card (automatic),49.3,1233.25,No
9194-GFVOI,42,Yes,Two year,No,Credit card (automatic),84.35,3571.6,No
1336-EZFZY,4,Yes,Month-to-month,No,Mailed check,20.05,83.3,No
4282-MSACW,68,Yes,One year,Yes,Credit card (automatic),117.2,8035.95,No
1403-LKLIK,33,Yes,One year,No,Mailed check,20.1,579.4,No
2636-ALXXZ,1,Yes,Month-to-month,Yes,Electronic check,69.6,69.6,Yes
7774-OJSXI,31,Yes,One year,Yes,Electronic check,103.45,3066.45,Yes
7786-WBJYI,4,Yes,Month-to-month,No,Bank transfer (automatic),77.95,305.55,Yes
0136-IFMYD,69,Yes,Two year,Yes,Electronic check,109.95,7634.25,No
5144-TVGLP,38,Yes,Month-to-month,No,Electronic check,94.75,3653,No
9643-AVVWI,3,Yes,Month-to-month,Yes,Electronic check,80,241.3,No
0253-ZTEOB,48,Yes,Two year,No,Electronic check,79.65,3870.3,No
2706-QZIHY,15,Yes,Two year,No,Mailed check,25.2,387.9,No
6061-PQHMK,25,Yes,One year,No,Credit card (automatic),19.9,527.5,No
9885-CSMWE,1,Yes,Month-to-month,No,Electronic check,78.45,78.45,Yes
6137-MFAJN,48,No,Month-to-month,Yes,Electronic check,44.8,2104.55,No
9122-UMROB,1,Yes,Month-to-month,No,Mailed check,20.3,20.3,No
4232-JGKIY,1,Yes,Month-to-month,No,Electronic check,19.2,19.2,No
2402-TAIRZ,37,Yes,One year,No,Electronic check,80.05,3019.1,No
9659-ZTWSM,66,Yes,One year,Yes,Bank transfer (automatic),107.35,7051.95,No
9139-TWBAS,26,No,One year,No,Bank transfer (automatic),47.85,1190.5,No
6685-GBWJZ,63,Yes,One year,No,Credit card (automatic),70.8,4448.8,No
5016-ETTFF,10,No,Month-to-month,No,Mailed check,29.5,255.25,Yes
3866-MDTUB,2,Yes,Month-to-month,Yes,Electronic check,70.75,146.9,Yes
2195-VVRJF,18,Yes,Month-to-month,Yes,Credit card (automatic),59.1,1011.05,No
